sample,order,type,batch,1-methylhistamine,2-Arachidonyl glycerol,2'-deoxyadenosine,3-deaazadenosine,3-IPA,3HK,5-Aminolevulinic Acid,Acetylcarnitine,Adenosine,Alanine,Anandamide,Arachidonic acid,Arginine,Asparagine,Aspartate,Betaine,Butyrylcarnitine,cAMP,Carnitine,Choline,Colchicine,Creatine,Cysteamine,Cysteine,Cytosine,DMGV,GlucosePos2,Glutamate,Glutamine,Histidine,Î±-keto-Î²-methylvaleric acid.1,Î±-keto-Î²-methylvaleric acid.2,Isoleucine_Leucine,Kynurenic acid,L-Homoserine,Methionine,Phenylalanine,Phosphocholine,Proline,Riboflavin,Serine,Serotonin,Spermine,Taurine,Thiamine,Threonine,Thymidine,TMNO,trans-HYP,Tyrosine,Uridine,Valine,Valine-d8
218,208,S,3,18258186,244659.06,5928.144,101170.14,142307.111,10318.796,41881.919,131516546.8,881051.3,4294328.5,64575.16,82632.57,31420625.73,990944.107,157304.88,97314493,73091.4,174298.7,135322331.3,717465.88,3919.55,2041454.1,101917.624,3854.1281,288385.08,153849.804,13816709,1802871.53,970483.165,23267020.6,24626.12,246288,48698297.1,451475.244,1561136.678,2213038.656,60556249.1,2704883,110123730.9,7791425.66,307892.3,16733.115,5107198.932,9425513,49300.962,2817145.36,33429.61,26383224.16,1313174,8837636.45,847683.38,30104080.6,3610811
219,209,S,3,18598812,217250.8,4325.041,83129.3,64285.411,14066.374,67433.266,164057783.6,834020.6,4058389,64478.89,101295.34,29692024.49,1059809.381,130123.21,97409045,107231.95,202608.7,168672041.1,829131.5,4290.046,2216680,43986.65,5298.2717,312978.77,480479.51,14047617,2320567.69,1028721.539,21438903.8,26167.08,356828.7,79301488.4,520116.482,1195361.844,1981110.24,54181530.8,2317240,110647412.2,411202.28,301128,18769.374,5460128.361,5984785,14628.209,1986167.44,30033.51,13571632.69,1377655.4,9832124.52,1290743.66,34281832.4,3715964
221,210,S,3,18575128,333650.3,3604.619,94250.19,66904.768,12939.768,103581.257,140124254.1,818189.5,4513794.7,74975.31,217316.61,33899505.62,990078.809,132312.89,97464844,75529.98,198668.5,157420319.3,854387.32,4285.803,2335090.3,73339.32,5209.1182,310896.01,576751.614,12327349,2199742.38,1098137.307,18303352.6,20512.04,386458.8,70801761,711898.468,1618434.936,1931498.556,53578610,2191074,109667744.1,406659.22,205247.1,17135.818,5844201.955,3522967,18388.956,2994034.85,30042.42,21860032.56,1341432,9134495.24,1827693.73,29514636.8,3210470
222,211,S,3,17866592,269737.58,4452.482,90944.31,39510.721,13237.779,57814.679,149903677.8,743596.3,3823486.1,52832.74,85172.44,49122516.18,1521225.825,155468.88,97728102,46975.84,185939.6,154091414.9,593799.32,4432.547,2100695.5,63548.046,5196.3271,288273.9,158437.733,13612499,2164257.52,1513854.435,23973210.2,23597.49,399337,54934210.9,376943.332,2330175.853,2154582.037,40739517.7,2064624,120816819,83176.72,285336.6,28017.804,6193341.096,4646042,4723.212,4196292.95,31941.7,10150453.37,1325005.9,5809677.2,1301403.55,26792398.4,3037702
223,212,S,3,18960015,229217.93,6772.956,109147.37,76529.113,17805.695,135266.862,154153161.1,779562.4,4914121.1,50123.95,97764.92,24308605.28,908014.705,108061.69,111297655,145996,1340251,160079957.4,1037013.36,4445.505,1720606,27534.338,5192.4188,270306.03,175138.422,13776207,2374988.64,896863.517,21878176.4,24269.25,464796.4,87081783.6,1244923.646,1671486.674,2626732.818,55447775.3,2096488,114645183,156534.12,236913.6,15183.584,6347794.479,2987199,7558.38,2636520.9,32064.52,88790073.19,1055940.6,10300266.81,1206499.02,41318258.8,4354526
224,213,S,3,18853065,284233.85,6030.692,93128.28,20808.775,13504.197,72404.253,163037830.8,776561.2,3178181.7,59022.96,78200.11,21870989.45,865753.304,98140.76,105387299,71653.12,196676.2,158860115.6,765618.47,4793.333,1694696.2,26267.546,4355.7666,385946.39,522775.897,13657227,2460120.79,1122124.101,18675900.7,21634.95,283557.5,58144671.3,477895.018,1357280.348,2257381.975,54224979.1,2170381,100834926.9,530622.93,305577.7,13605.701,6633038.417,5954637,9253.582,2615958.57,33949.37,7288603.941,938867.8,10667209.19,1338339.16,24854937.7,3415433
225,214,S,3,18584518,269942.16,6119.546,99770.15,100060.695,13011.698,36272.446,150057192.7,775244.8,3714290.9,49926.35,72936.42,36687915.51,890768.508,87088.84,97371535,94162.16,246034.3,157179095.6,873394.76,4331.809,2081618,12743.702,3004.2597,281156.45,378862.105,14541253,1915316.85,1261182.486,20884077.3,20971.88,392710.8,76966856.6,876903.214,1841612.57,2063550.174,51801189.4,2088222,115602743.4,234557.12,241174.1,24482.907,4223913.789,2249569,4196.229,3178731.32,31244.03,29730421.16,1381872.8,12666109.65,571955.21,35644794.8,3515864
226,215,S,3,18490152,229736.27,4997.142,92063.57,23522.647,9490.924,88714.139,152541355.7,1018791.2,4318344.8,50742.33,55067.95,46648705.03,2120815.721,199043.16,111870568,73690.75,205569.2,161593001.7,926170.09,4379.184,1576039.3,13662.666,5577.1906,273290.24,162134.542,14602899,2955232.62,1435584.782,28565019.7,24512.75,498728.4,87834148.7,512554.108,2391650.784,3867879.542,63183540.3,2039985,123284308.2,216422.7,390172.7,29270.687,5851024.138,5919045,9006.976,4168932.8,32670.43,3557401.462,941548.8,11778332.06,648902.72,37513909.9,3383412
Pool,216,QC,3,18235266,265886.26,7775.281,92511.6,95752.768,13164.664,42957.153,154605809.3,884908.3,3959289.2,67561.21,105327.19,28161682.57,1106403.223,145771.64,103098597,83141.2,291971.8,159350430.3,956798.57,6693.317,766580.9,38732.684,5000.7302,367681.69,297436.759,15222040,2812080.52,1119964.336,26878739.8,21825.97,427341.5,76655668.2,757966.532,1611954.729,2310957.427,61060581.5,1707339,119719850.5,619743.88,276742.5,12441.413,6531364.701,2641535,16715.882,2857390.19,31010.95,14514526.25,468833.6,13042357.77,1520683.03,31328511.7,3080516
227,217,S,3,19399634,222078.36,5230.486,84322.08,63895.668,17545.821,48039.423,138281670.7,1042303.8,4316209.1,77741.09,63010.36,45250252.4,1259430.247,151219.92,102251551,67337.81,195695.7,157445675.9,996627.47,5384.59,1531177.7,88707.188,4984.571,472262.54,341463.427,15902397,3063093.63,1261732.867,28108401.1,27752.85,697889.1,52082535.7,984377.088,1877098.092,2382633.56,56946284.6,1967637,135936633.7,607650.22,382691.1,25541.808,7986178.81,5896769,11111.321,3484539.57,30758.25,6543897.89,959103.5,13584561.65,1302361.56,21197380,3235013
228,218,S,3,18908758,197766.01,6666.932,92372.55,58107.055,24415.22,35081.506,165088379.9,871302.1,3913877.3,46695.32,54658.66,29757992.14,1057732.269,155684.32,107067985,179041.87,302931.1,162075783.4,1161475.14,4155.118,959667.3,122865.742,6215.094,471452.54,1056857.565,15410044,3785654.24,1181207.067,24648538.5,23072.24,394446.8,77944208.1,1159806.302,1326147.669,2110712.417,57436913.9,2030045,109834939.5,330815.05,335815,14757.614,10895899.85,5599902,7577.393,2407578.98,34410.21,34703962.12,720297.6,8358575.96,1730887.15,32831994.9,3289390
132**,219,Replicate,3,18007445,238978.41,4865.484,93184.63,83723.837,15815.47,57325.017,145865669.6,1024647.3,5481055.2,76816.89,63954.55,25274762.28,1154285.475,182822.5,92432874,74730.57,194694.4,169213019.3,1124646.93,4721.992,1763861.3,29250.874,5803.5077,339383.37,511672.824,16563829,2386376.96,1191582.496,28301618.3,25495.46,382794.6,65711228,742113.888,1613760.679,1869484.377,53404382.8,1954253,119983540.1,326996.37,311955.4,14838.16,6220810.983,6038524,27424.345,2959668.77,31714.94,4742665.026,1044845.9,10266578.02,1356754.48,26331637.6,3142759
229,220,S,3,18188925,277836.49,7272.872,93133.83,148641.565,14147.259,27534.274,151874402.2,792797.3,2903305.9,52771.78,88472.89,36519082.15,1088421.704,122002.69,114960395,67533.52,222508.8,158413743.5,583517.8,4525.757,2010876.1,74360.124,6035.4504,431969.95,124591.541,16422879,2124161.85,1381827.031,28372925.8,24470.03,414508.7,65207677.1,501188.462,1668423.448,2470756.752,57684205.7,1875897,91733823.8,389031.06,287072.3,20391.857,7967126.865,5217554,6579.12,2767582.53,33132.77,3516071.506,1182948.2,12151218.47,2467200.73,28238806.9,3340923
226*,221,SR,3,18250338,223505.82,8984.728,92545.5,30189.095,14426.037,90015.725,148236926.5,1053552.1,4424953.5,55890.39,65949.71,44390915.58,2242371.345,206541.89,115592466,70423.84,190197.8,165366974.6,973088.32,4575.362,1873264.8,13330.078,5667.594,299639.33,131238.233,16512674,2843448.71,1416462.41,31168625.9,19025.45,467371.2,95107541.6,500833.634,2374188.445,3770696.159,66893649.5,1701964,120909310,210790.8,373937.2,30372.42,5959347.088,6004926,8840.937,3936605.62,36311.84,3328990.721,1183541.7,12282480.3,692832.13,37419061.3,3544720
230,222,S,3,35387753,223647.8,6455.062,100391.69,62555.067,12905.777,49289.929,152355672.4,15849980.8,5783960.6,68685.07,58659.56,50927024.57,1574781.224,185552.56,120167667,56997.29,187456.3,159255649,804654.89,4585.693,1672559.3,24502.546,7155.5294,355447.84,116297.768,14884057,2810108.25,1695071.247,36244172.4,38380.08,686389.2,89863064.4,482525.696,3112645.312,3323318.069,51478557.6,2204948,114582497.6,266316.49,647979.4,26256.47,5682610.357,2500417,5958.65,6210597.69,34796.69,4306320.185,1129757,9383155.59,1137168.94,41477004.6,3939046
231,223,S,3,19147794,98205.81,7867.754,101413.8,129246.3,15348.09,41111.75,1.48E+08,998056.5,3732078,97832.61,129967.8,38274585,989326.1,136201.5,1.04E+08,73142.32,271331,1.61E+08,620115.3,5399.817,1712861,43129.79,3132.215,878983.5,78439.91,14548253,2971159,1415377,27811338,24156.49,409672.9,60832217,717961.3,1718606,1535377,50465371,2034709,1.28E+08,3299765,360609.2,27646.28,6913728,3475154,22388.49,3171880,36936.51,16544045,988348.9,8834211,1140004,25006261,3370702
233,224,S,3,18487020,287144.07,5744.07,95641.65,43737.254,11621.211,32773.712,154890160.2,909509.6,3109237.6,49720.27,66587.01,26314402.24,831218.169,139110.18,113656213,55504.12,256503.4,149641446.5,727966.26,4500.666,1679517.6,26120.77,4068.9024,288345.57,171224.103,14597450,2002824.18,1125718.469,23727694.3,20326.07,347876.4,54551725.2,452090.238,1486421.93,2209938.632,50505837.5,1767293,100419604.3,274426.01,237319.4,12357.365,5666944.072,5668693,7243.535,2487270.23,35689.51,2595940.994,1083281.5,11606396.05,1420289.3,24532014.3,3398446
234,225,S,3,18525164,255314.65,5105.778,82016.47,67403.096,34288.615,61777.343,145722296.7,920004.9,3420711.4,52050.39,74156.36,23413256.15,888035.843,119677.17,106964522,91795.47,228240.4,163277241.5,623373.07,4833.865,1297342.8,37825.234,5102.1114,463568.31,234085.559,14527395,3351287.07,1063717.731,19756619.7,25971.14,415242.9,76372400.2,665703.882,1535626.09,2600579.568,48531549.3,1711752,126078393.6,679658.69,239749.1,12322.916,6436836.734,6552838,5844.215,2858593,35710.44,7207598.303,704850,11524654.46,1368428.3,28351140.8,3390052
236,226,S,3,19177838,266142.39,3021.036,93237.8,35189.426,12539.516,27885.097,151243024.6,858156.1,3586033.7,46504.66,73736.59,29370865.68,800904.261,135947.58,105468176,72141.09,171170.5,170646097.7,916724.09,4429.61,1167506.1,27973.918,7049.5066,388118.78,532804.501,14365482,3346170.64,1155287.461,30810847.5,22473.28,356774.4,83096099.6,770142.964,1529560.029,1730174.734,50098129.1,1863750,122503864.4,408603.77,275381.6,11816.15,7478722.006,2936295,10458.031,2626289.71,36195.57,7048638.914,769649.7,7900244.04,1257138.13,34811524.1,3687583
Pool,227,QC,3,18510253,255097.13,3936.142,101425.14,78314.346,16019.641,41763.034,156214411.4,1016732.7,3892635.9,69091.34,82414.18,30019530.67,1019957.566,142236.76,105416930,79998.88,320988.8,165535450.9,912065.38,5862.197,536490.1,38473.593,5966.5555,320902.88,337618.441,15859028,2714119.42,1141776.625,30398484.8,23985.08,414822,74502202.6,730256.306,1632176.376,2485636.94,62144635.6,1553157,119228462.6,627858.14,293741.5,16148.385,6417127.223,2652021,17315.128,2802693.72,34168.98,12860533.53,348053.8,12738140.66,1527696.67,30587032.5,3368326
237,228,S,3,19336546,298277.04,2528.436,92507.13,66457.411,14195.081,23887.93,152771730.8,899760,5183824.3,54213.91,89036.94,38619340.13,1484628.667,143361.1,106324866,81550.24,235418.1,167743318.6,892079.27,4783.105,1376102.9,25033.598,4844.1463,625835.66,562466.685,17973721,3018272.6,978475.252,25041202.9,24710.38,339299.8,82173580.2,1050807.172,1806358.583,2825694.625,65973885.8,1707653,129218181.9,420320.98,300110.6,23931.5,7652983.594,2004219,10634.822,3159430.83,36222.27,5084281.778,770611.6,15523295.43,1147562.76,37923930.1,3777617
238,229,S,3,19556827,226453.11,4285.076,83146.66,52365.441,13456.497,26179.111,131746972.5,1302418.9,4431648.9,54986.87,64719.94,44335834.93,1306553.12,261618.55,110905686,226215.66,209795.3,150684486.1,770273.1,4622.289,1114725.2,28786.552,4807.8232,440900.36,341287.627,17105796,2950516.7,1073691.498,29272232.4,22513.97,422486,65185596.8,694571.594,2473131.711,2522642.865,50055171.9,1615297,100987431.4,1179441.28,246696.4,23816.376,5329125.763,12060600,16413.13,4367754.97,33545.14,51547029.15,687813.5,11388654.87,1414480.3,29491876.6,2976063
239,230,S,3,18625838,278522.5,5823.75,95407.29,18492.735,15138.415,61098.298,158375483.8,991699.1,3910197.8,57875.93,84184.06,27818229.33,824338.7,135118.34,106369502,110053.99,229392.4,176596878.3,859869.85,4946.966,1321661.9,49424.322,3531.8055,366440.84,539712.07,17263417,3196256.51,1276427.653,18559081.5,24836.82,364868.9,64845430.5,534070.302,1162670.776,1561242.341,60123299.6,1874632,97329636.3,362055.69,263502.3,14595.278,5309801.315,4906211,7605.373,2171901.9,32486.48,687296.501,872092.6,9142214.43,1246829.71,28360867.9,2969988
240,231,S,3,19292541,251911.88,7405.45,95750.31,138626.625,14608.453,29989.004,135800492.1,950068.2,4345815.2,72449.06,103775.13,33237126.81,978170.355,132997.19,110100272,66442.42,193237.2,165220987.6,711571.79,4643.128,1598979.2,27676.438,3538.444,292024.48,243339.767,18005621,3373696.16,1085762.806,23236841.7,24767.19,396452.8,76259321.7,516910.496,1355829.563,2445939.07,57095654.9,1758704,124474940.2,1687899.45,197702.9,18832.515,5581258.603,4479440,5553.533,2452832.22,43988.88,6426797.604,1022754.8,13568310.6,2071552.38,30030175.8,3269987
241,232,S,3,18995626,267727.31,3489.152,93192.77,145195.565,15579.98,33975.39,152896301.2,947935.3,3565231.1,55371.3,64504.36,30433486.2,1220893.985,153124.97,104073621,77179.87,999176.4,172031342.6,1127995.16,4865.691,1296170.7,34014.956,4911.6721,323752.05,448067.785,16590990,3655227.12,1161966.243,29686032.4,23098.62,409105.6,65809670.2,678105.976,1518826.71,2311698.617,56953185.1,1739950,133095302,615263.79,274418.5,14676.175,9665603.692,3145998,10871.332,2478667.76,37799.28,9249189.197,739129.9,13781059.11,945460.04,27923131.1,3374733
242,233,S,3,17795800,283366.83,5548.5,96973.59,64958.887,14482.185,27815.63,132166541.6,1805303.8,3450616.3,50309.31,80125.76,32280482.28,880019.136,178739.34,103696429,101761.66,209146.6,166029252.1,936330.53,5146.761,1316385.1,74468.916,4534.1368,421595.11,440060.801,17126257,2363853.82,1119410.05,27650717.3,20594.31,491798.8,59942889.1,544988.99,1579247.752,2144706.343,60989974.7,1876960,121280360,246600,272273.4,18902.565,6105841.743,9812945,8931.344,2850806.24,33491.09,7221510.79,784565.9,10565242.13,1161986.92,25348479.6,3284548
243,234,S,3,17871510,277438.76,4448.054,81442.64,86270.569,12861.201,20768.986,149319394.8,916566.6,4187919.5,56842.25,72148.03,33404224.06,1235682.258,152983.97,114896992,78485.28,358836.4,164837526,999969.78,4696.084,883139.9,52467.024,5296.6349,412139.9,784256.044,16118000,2930320.73,1308104.91,29396121.8,23819.53,534243,70489164.3,851940.16,1931923.045,3109875.963,64394835.1,1634207,110047614.1,205546.2,232935.1,16068.697,7113743.915,4550632,2057.826,3484108.31,33072.44,5117610.173,620607.2,19559817.32,1818324.52,34388749.4,3267864
233*,235,SR,3,18754420,296469.86,3777.604,96571.35,40390.687,11033.354,34701.475,159979000.8,866683.5,2967503.2,50412.8,70765.5,28751064.11,804003.55,136097.96,112779396,55279.68,240804.5,158931755.3,713841.22,4507.446,1054754.1,25841.496,3934.1883,311700.31,213772.045,17636087,2224434.22,1187537.7,24804718.3,21865.92,465318.9,49444285.1,416027.898,1424319.29,2185129.587,53486889.4,1820240,104655545.8,277137.09,269767.6,15021.041,5759369.861,5315089,6592.662,2449330.57,32776.93,1758382.052,600463.2,13406291.91,1457056.59,24880624.9,3426536
244,236,S,3,18922679,262962.29,3570.45,85816.17,49090.101,14269.942,27334.666,134104575.5,1301497,3902037.6,68549.19,68643.32,43086258.23,1234010.438,198593.13,111799654,78234.22,215054.3,175406771.3,934962.85,5139.523,889400.5,47810.656,5225.506,310514.28,420201.904,17523546,3476134.07,1291848.962,29370537.3,21530.04,349991.8,85483697.3,755324.168,1701335.073,3546527.014,57724008.1,1916667,121418863,1756410.19,262739.1,22421.201,5830530.081,10187250,8422.808,2980466.12,34049.25,4183413.83,588654.4,13219099.31,1341456,34345524.5,3316488
245,237,S,3,19141778,229192.08,7446.633,101046.77,55575.141,14341.616,44231.062,116691293.7,911130.4,3954259.6,57057.69,71726.42,33473804.64,1098188.602,117549.51,112154212,123329.84,217568.7,157638262.6,561565.56,2146.373,1577261.1,6550.526,4181.092,277759.21,467224.774,18720623,1876467.52,1017466.599,27616037.3,22405.82,354097.9,62154159.7,893108.942,1531681.617,1945773.944,59666225.9,1780313,103421322.2,51070.55,195206.9,22815.424,6775891.019,3144018,5745.815,2710329.39,32212.83,3438501.672,910805.4,12490811.28,2138513.42,29035544.2,2646597
Pool,238,QC,3,18737842,251823.97,4176.092,93731.94,72694.209,14452.506,43068.143,148434747.7,925571.7,3641139.1,74840.53,84688.29,30972127.26,1041077.953,137559.89,112575343,87859.54,309697.1,162936283.5,901020.14,5512.021,551264.2,34694.288,4857.9406,287819.67,366404.399,18083258,2733009.65,1098540.332,29444066.2,25049.45,414877.8,73190978.7,733671.822,1571474.197,2295708.486,55974061.6,1741810,117476341.5,536299.11,274897.5,15702.963,6560838.095,2252151,12210.822,2792365.34,30713.72,9755329.413,300983.3,12090318.48,1467581.59,30121949.3,3383432
246,239,S,3,19108423,257880.74,5761.148,98281.18,106515.29,12603.224,25644.765,112823180.2,847105.2,3374021.2,51514.18,71070.53,39085596.25,1247567.744,113114.01,118085963,50413.83,208509.3,154316548.6,638566.32,4486.11,943879.4,104631.38,3905.1053,260695.63,156657.291,18748329,1629335.46,1138075.21,33772502,24295.04,411060,58758396.1,545597.83,1303414.948,2025294.103,52678465.3,1768929,120208534,368332.09,205538.5,22151.43,6468813.826,2991709,10117.645,2304510.25,33232.97,1995113.925,572938.4,11744411.2,791637.17,25460470.5,3310420
243*,240,SR,3,18497328,287530.08,3505.211,92574.17,83849.929,13774.035,17863.542,148765885.8,922160.2,3997485.7,52359.86,83913.51,32264171.1,1190337.34,153030.23,107407384,73750.5,336760.5,169937457.8,941901.81,4168.408,1123885.6,51344.756,4466.515,391578.05,787350.222,18193925,3050142.28,1330767.642,28037176.8,24569.26,427248.8,78284306,760784.288,1856767.886,2969447.537,68299348.5,1492763,121895089.5,184697.81,207984,14590.988,6948973.827,4283307,4816.071,3421958.69,33807.66,4471520.149,678118.4,18219201.49,1712082.49,33641581.5,3167991
247,241,S,3,18893770,246811.7,3160.456,85449.26,84311.352,11832.648,33136.942,151892455.6,1125068.6,2496485.1,57540.03,64647.28,43475993.73,1320086.547,135646.16,105279232,43983.53,181446.4,145973157.8,911191.61,4748.757,1177732.2,180331.764,4569.1211,230668.63,177463.114,19239712,3000564.99,1357483.024,24925845.1,22670.41,398169.1,60844425.5,257169.612,1901189.218,2682115.877,51181113,1892429,100727668.1,2006765.71,363100.2,23130.129,5360618.252,6928143,100922.71,3405643.14,35322.66,2991966.246,684331.7,9960034.81,2047492.54,24034419.4,3515031
248,242,S,3,19615113,270997.4,2931.522,90705.12,95570.82,13089.746,53622.3,150332080.2,882566.4,4120472.1,50410.36,92239.21,38492165.42,1013321.515,113011.95,115629402,96115.35,238465,153900671,861800.15,4561.978,1471208.8,60296.252,4455.157,313432.22,407540.349,18952374,2146231.25,1155362.383,25461458.5,20730.02,390533.7,69674307.3,855462.352,1526532.427,2382131.672,55088536.5,1651919,124231086.4,460608.76,246407.7,23344.921,7549868.99,5134647,3990.257,2726188.68,33579.49,2067093.539,874398,13875918.35,994305.29,33906616.6,3254260
249,243,S,3,18722893,278665.54,3164.344,85620.12,23101.525,11051.731,75695.644,153914094.4,1212812.2,4456104.5,56183.72,83843.61,34302790.02,946556.277,146686.98,105581014,78797.99,200403.8,155389741.5,1016616.21,4971.74,767791.3,72071.242,4192.3756,270737.38,188893.592,19828420,2508674.4,1013668.39,26926345.4,22624.98,393114.9,69405697.4,732078.312,1426464.656,2435255.051,59732556.3,1631898,143765356.5,138234.14,266319.5,17103.641,6641073.665,6859555,10043.483,2541203.09,31837.36,2404516.418,481538.4,12158039.17,990693.81,28703724.8,3059169
